Id,医生职称,医生科室,医生所在城市,医生有无简介,医生在线活动量,医生个人网站总访问量,总文章数,总患者数,患者投票数,感谢信数,心意礼物数,医生欢迎词,Mark(不要使用该列)
4661,副主任医师,综合科,杭州,1,450,"74,745",2,38,3,0,1,牙美                        一起牙美，人美，生活美！,140625
4662,副主任医师,中医科,郑州,0,200,"7,966",0,0,0,0,0,,140733
4663,住院医师,胸心外科,嘉兴,0,0,"12,950",0,0,1,0,0,,140796
4664,主任医师 教授,消化内科,武汉,1,70,"46,671",0,31,8,0,0,,140810
4665,副主任医师,骨外科,丹东,0,0,"1,958",0,0,1,0,0,,140841
4666,副主任医师 教授,心胸外科,南京,1,0,"6,359",0,0,0,0,0,,140844
4667,副主任技师,影像医学科,上海,1,0,"12,419",0,0,0,0,0,,140847
4668,副主任医师 副教授,血管外科,上海,1,655,"54,420",4,31,8,0,4,,141049
4669,副主任医师 副教授,口腔修复科,天津,1,0,890,0,0,14,6,0,,141053
4670,主治医师,眼科,北京,0,10,307,0,6,2,1,0,,141055
4671,主治医师,牙周科,北京,1,1595,"159,135",0,95,35,5,2,,141058
4672,主治医师,眼科,北京,0,95,"28,523",0,21,18,4,1,,141085
4673,住院医师,骨外三科(脊柱外科),青岛,1,0,"26,550",2,1,3,2,0,,141109
4674,主任医师,骨科,韶关,1,0,"12,380",2,0,1,0,0,,141120
4675,主治医师,病理科,武汉,1,200,"4,350",1,0,0,0,0,,141134
4676,住院医师,口腔科,济南,1,0,278,0,0,0,0,0,,141146
4677,副主任医师 副教授,周围血管科,北京,1,0,"26,113",1,2,7,1,0,,141167
4678,副主任医师,血液、肿瘤科,佛山,1,0,"1,875",0,0,0,0,0,,141220
4679,副主任医师 副教授,血液肿瘤科,聊城,0,230,"10,672",0,2,3,0,0,欢迎词                        欢迎大家加入我的患友会，我愿用我的智慧帮助大家生活的更好，谢谢，祝愿大家身体健康，合家幸福。,141322
4680,住院医师,超声科,深圳,1,0,"10,189",0,0,0,0,0,,141360
4681,主治医师 副教授,骨科,开封,1,1595,"67,080",5,62,0,0,7,看到患者顺利康复，是我莫大的欣慰！                        祝患者早日康复,141451
4682,主治医师 讲师,血液内科,长沙,1,200,"8,378",0,0,0,0,1,,141455
4683,主任医师 教授,神经外科,东莞,1,255,"15,045",4,5,1,1,1,积极为人的健康而努力                        有些疾病能够治愈，千万别错过治疗机会，要及早看医生！有些疾病不治而愈，千万别心存侥幸，听听医生的意见！有些疾病难以治愈，千万别完全拜托给医生喔，她（他）对你或许只能是帮助和/或安慰！有你，有我，有他，健康属于我们大家！携起手来，一起...战胜疾病！                                        展开 >>                 收起 <<,141522
4684,副主任医师 副教授,乳腺外科,泸州,1,260,"16,311",0,6,3,0,1,欢迎访问权毅大夫的个人网站                        欢迎访问权毅大夫的个人网站 ，权毅大夫将竭力为你解答有关甲状腺、乳腺、肝脏胆道、胃肠道等疾病的疑问。,141525
4685,副主任医师 副教授,肾脏内科,太原,1,320,"33,412",57,46,4,0,0,先进典型网上评选活动                        先进典型网上评选活动赵怡蕊医生032号投票入口：www.sxws.cn/tzdtsxdt/RecommendDetails.aspx?id=90请复制连接，新网页打开即可。,141577
4686,主任医师 教授,肿瘤科,郑州,1,0,"15,720",0,0,1,0,0,,141610
4687,主任医师 教授,心胸外科,广州,1,205,"30,808",0,25,10,0,2,,141643
4688,副主任医师,医学影像中心,廊坊,1,0,"12,723",0,1,0,0,1,,141682
4689,住院医师,骨科,合肥,0,0,"2,153",0,0,1,0,0,,141741
4690,主任医师 教授,心理科,北京,1,5095,"321,925",20,443,5,0,2,北京军区总医院青少年心理成长基地                        咨询电话  01069261044生命之托、质量第一、挽救孩子，造福家庭，构建和谐社会   治疗网瘾、厌学、亲子关系不良等各类青少年心理疾病,141744
4691,住院医师,神经内科,沧州,0,0,620,0,0,0,0,0,,141757
4692,主任医师,呼吸内科,太原,1,0,"6,586",0,0,2,0,0,,141821
4693,主治医师,妇产科,十堰,0,0,"2,756",0,0,0,0,0,,141836
4694,副主任医师,治未病科,贵阳,1,0,580,0,0,0,0,0,健康之友                        希望能为您的健康保驾护航，希望能为您做点什么，欢迎来电咨询，或则在线咨询,141880
4695,住院医师,耳鼻喉科,西安,0,620,"29,044",0,56,1,0,1,,141897
4696,主治医师,医学影像科,武汉,0,5,"28,871",3,3,0,0,0,细心、细致、细微                        检查要细心，为患者推荐、实施最安全、有效、经济的检查；观察要细致，细节往往是疾病鉴别的关键所在，捕捉每个细节，让先进的设备发挥最大效应；服务要细微，点滴间传递你我信任和支持，让患者微小，自己同样幸福！,141909
4697,副主任医师 副教授,肾内科,北京,1,0,383,0,0,2,0,0,,141926
4698,主治医师,中医科,北京,1,0,323,0,0,0,0,0,,141938
4699,主任医师 教授,普通外科,厦门,1,200,"12,219",0,2,8,1,1,,141953
4700,主治医师,风湿免疫科,北京,1,1190,"89,904",0,76,23,11,9,,141956
4701,主治医师,老年病科,哈尔滨,0,200,"6,660",0,0,0,0,0,,141994
4702,主治医师,儿科,长沙,0,0,822,0,0,3,0,0,,142016
4703,副主任医师 副教授,神经外科,武汉,1,0,"41,857",4,4,2,0,0,欢迎光临刘智明大夫网站                        通过网站，您将感受医学高新技术和科研成果；熟悉神经外科各类特色医疗；获取有益的健康信息和健康知识。刘智明本人将随时解答您的疑问，并与与您共同探讨医学健康话题。    希望本网站能成为您健康生活的忠实朋友!,142026
4704,主任医师,皮肤性病科,十堰,1,0,"1,035",0,0,5,0,0,,142060
4705,主任医师,心内科,南京,1,8891,"338,718",1,673,21,5,37,欢迎词                        愿我们的沟通交流能够给您带来帮助，祝您的宝宝早日康复，健康成长！,142115
4706,主治医师 讲师,手足外科,潍坊,1,175,"5,444",0,0,0,0,0,,142124
4707,副主任医师 教授,放射介入科,郑州,0,0,"1,801",0,0,1,0,0,,142133
4708,副主任医师,耳鼻喉科,吕梁,0,200,"13,205",0,0,1,0,0,,142149
4709,副主任医师,呼吸内科,南京,1,1145,"106,613",26,107,2,0,8,关爱健康                        欢迎您来到我的个人网站！我的擅长是肺癌、气道狭窄、不明原因胸腔积液及气道支架置入等呼吸介入。从事呼吸病学工作20余年。熟练应用纤支镜、超声支气管镜、纤支镜代胸腔镜及胸腔镜对肺、胸膜疾病进行诊治。掌握了硬镜及纤支镜下球囊扩张、针吸活检、纤...支镜下肺活检，纤支镜下微波、冷冻、电刀、氩气刀及气道支架置入等介入治疗技术，已完成纤支镜检查4000余例，胸腔镜300余例。擅长对肺部肿块尤其是肺癌的诊治。熟悉及掌握了呼吸系统常见病、多发病的诊治。在国内外杂志发,142159
4710,住院医师,肿瘤科,曲靖,0,0,"2,481",0,0,0,0,0,,142248
4711,副主任医师,疼痛科,淄博,1,1076,"70,464",15,45,3,0,4,天下无痛                        余自从医以来，专事除痛之专业，每遇疼痛不堪者，必欲为其除痛而后快。无视闻达四周，不计权财多寡。但闻世间有奇方妙法者，必亲达拜师而学之。余崇拜之楷模为清代名医叶天士，后人称“医痴”，非世间之大医不能为也。从医之道漫长悠远，但凡心浮气躁者勿为。,142270
4712,主任医师 副教授,骨科,北京,1,860,"121,878",18,114,26,6,8,健康所系，生命所托，唯有尽力！                        这里是你了解我以及我们团队的一个窗口，我们的专业是骨肿瘤，当然也包括四肢的软组织肿瘤。现阶段我们的重点是脊柱肿瘤的手术治疗，我们有新的理念、新的方法，也初步显示了较好的前景，受到业内同行的关注。日后会在网页中详细介绍相关内容。    患上...骨肿瘤是不幸的，但不轻言放弃，让我们一起努力吧！在此我很感谢那些在留言中肯定我们的患者或家属，谢谢你们的鼓励！其实还有许多患者治疗的效果并不理想，从中我们吸取了不尽的经验和教训，因此我始终,142285
4713,主任医师,中医科,福州,1,0,541,0,0,0,0,0,,142298
4714,主治医师,骨科,安阳,1,190,"12,939",0,24,0,0,1,朋友们好！                        欢迎朋友提问，我真心希望能用我所学帮助大家，如有回答不妥之处请见谅！,142304
4715,主任医师,产科,深圳,1,210,"2,959",0,2,0,0,0,,142323
4716,住院医师,功能科,沧州,1,15,"15,408",5,3,0,0,0,欢迎大家沟通交流！                        欢迎患者来空间咨询问题！欢迎同道们一起沟通交流，共同提高技术水准！,142332
4717,主治医师,眼科,延安,0,0,"9,739",0,0,0,0,1,,142377
4718,副主任医师,放射科,扬州,1,0,"1,426",0,0,0,0,0,,142393
4719,副主任医师,骨科,惠州,1,0,"15,352",0,1,3,0,0,,142396
4720,副主任医师,耳鼻喉科,厦门,1,0,"16,810",0,0,4,0,1,,142489
4721,副主任医师 副教授,感染病科,重庆,1,0,"70,428",4,22,0,0,1,欢迎访问余泽波大夫个人网站                        欢迎加入网站参与咨询、门诊预约、疾病治疗心得交流。,142543
4722,主任医师,中医科,濮阳,0,3110,"75,670",15,423,0,1,0,全力维护女人的健康和生育权                        在众多医院，众多专家中，有一个仁心的医者一直在为女人的健康默默奉献着，在好大夫这个平台上，你我相遇就是缘分，就是你健康的缘分。,142587
4723,主任医师 教授,眼科,深圳,1,11432,"1,059,272",5,984,33,8,9,,142605
4724,主任医师 教授,放射科,徐州,0,490,"40,961",3,28,0,0,0,,142607
4725,主任医师 教授,麻醉科,济南,1,0,"8,985",0,0,0,0,0,,142614
4726,主任医师 教授,神经外科,台州,1,220,"16,498",0,2,3,0,0,上海华山医院神经外科“专家手术预约”启事                        上海华山医院神经外科“专家手术预约”启事现有上海华山医院 神经外科专家每月来我院会诊、手术。华山医院神经外科是我国历史最悠久的神经外科之一 有“北天坛 南华山”的美誉 神经外科年手术量已经超过8000台（其中脑肿瘤超过4000台）。...“华山神经外科”早已成为病人心目中的知名品牌。专家每月来我院会诊、手术时间只有2天半，由于专家行程安排紧张，在椒江逗留的时间不会很长，因此，实际上在2天半的时间里， 专家做手术的数量是,142726
4727,主治医师,儿童口腔科,乌鲁木齐,0,200,"5,596",0,0,0,0,0,,142868
4728,主治医师,内分泌科,太原,1,0,"11,402",0,0,0,0,0,,142893
4729,主治医师 讲师,呼吸科,上海,1,1674,"155,815",6,131,6,0,8,招募哮喘患者                        希望能帮助您解决问题，祝您早日健康！,142907
4730,主治医师,普通外科,江门,1,50,"4,691",1,7,0,0,0,,142908
4731,主任医师,精神科,徐州,1,615,"55,189",2,64,0,0,1,欢迎词                        大家好，欢迎前来咨询，我将用30多年的临床经验为大家服务。,142930
4732,副主任医师,呼吸内科,蚌埠,0,564,"218,386",10,111,3,0,0,控制结核病-我与你同行                        结核病已经流行了几千年，目前我国仍有几百万病人，是我国每年传染病死亡最多的疾病，控制结核病是传染科医师义不容辞的责任和使命，作为一个传染病医院结核科中青年医师愿意做出更大的贡献，希望能够减轻你的痛苦和丰富你的知识，共同抵御结核病和控制结核病...。                                        展开 >>                 收起 <<,142932
4733,副主任医师,皮肤科,济南,1,1540,"65,491",5,221,0,0,0,用我的专业，让你更健康！                        医乃仁术，我愿用我多年专业所得，为你解除疾患和困惑！,142997
4734,副主任医师,普外科,宁波,1,845,"76,219",1,97,6,5,1,大家好才是真的好！                        下乡工作顺利结束，重新回到正常节奏！,143090
4735,主治医师,神经内科,厦门,0,80,"5,986",0,9,1,0,0,欢迎词                        网络咨询不能代替常规就诊，若有不适，请及时于当地医院正规诊治。,143117
4736,主治医师 讲师,普外科,聊城,1,0,"21,783",1,3,0,0,0,,143125
4737,副主任医师,神经胸外科,石家庄,1,170,"2,092",0,21,3,2,0,,143137
4738,主任医师,骨科,哈尔滨,1,0,"15,878",1,1,1,0,0,黑龙江省森工总医院（暨省红十字医院）骨科王宁主任助...                        如果您有骨科方面的疾患或者问题，如脊柱、关节疼痛、股骨头坏死、颈、腰椎间盘突出、拇外翻（大脚骨）、足跟痛、骨不连、足畸形等等，通过好大夫在线这个平台，我们科室团队对骨科各类疾病有着深入的研究，我会在这里尽我所能给予您帮助......【【王...宁主任骨科门诊电话：0451-82152153【【王宁主任骨科病房电话：0451-82130441【【王宁主任个人网站：wangninggk.haodf.com【,143152
4739,住院医师 讲师,骨科,天津,1,75,"11,987",18,8,1,0,0,天津市南开医院骨科-中西医结合特色科室                        【天津市南开医院骨科特色】①髋关节置换术、膝关节置换术、关节镜手术、韧带重建术②颈椎病的中西医结合治疗、腰椎间盘突出症的微创治疗、椎体骨折的微创治疗③小切口微创治疗四肢创伤骨折④微创手术治疗高龄骨质疏松骨折⑤滑动植骨治疗早期股骨头...坏死                                        展开 >>                 收起 <<,143185
4740,副主任医师,康复医学科,北京,1,10,"8,452",0,1,2,0,0,,143232
4741,主治医师,放疗科,石家庄,0,205,"7,615",0,1,2,0,0,"有时去治愈  常常去帮助  总是去安慰                        To Cure Sometimes, To Relieve Often, To Comfort Always 用中文描述就是“有时，去治愈；常常，去帮助；总是，去安慰",143232
4742,副主任医师,精神科,宜春,1,5,"3,537",0,1,7,0,0,,143250
4743,主任医师 教授,心血管内科,湛江,1,0,"1,544",0,0,1,0,0,,143262
4744,住院医师,胃肠、肛门、疝外科,宜宾,1,0,"9,464",0,1,2,0,0,,143282
4745,住院医师,肾病内科,太原,0,200,"6,572",0,0,1,0,0,,143284
4746,主治医师 讲师,口腔科,南充,1,30,686,0,5,0,0,0,,143327
4747,副主任医师 副教授,眼科,重庆,1,1730,"143,405",0,101,6,3,13,,143357
4748,副主任医师 副教授,耳鼻咽喉科,十堰,1,475,"23,720",1,39,1,0,0,你健康，我快乐                        我的愿望是把大家带入干净，有声的世界。欢迎您的光临。,143368
4749,主治医师 研究员,耳鼻喉科,深圳,0,0,"10,524",0,0,2,0,0,,143394
4750,副主任医师 副教授,普通外科,广州,1,2980,"598,462",11,491,2,1,8,诚交天下病友，为君排忧解困                        胃癌，胃肠间质瘤，结直肠癌的手术治疗，低位直肠癌的保肛手术，各种复杂的肛肠痔瘘手术，腹腔镜微创技术，疝补片修补术，四肢血管外科手术。,143452
4751,副主任医师,心血管内科,福州,1,0,"4,044",0,0,2,0,0,仁心仁术                        欢迎您来到我的个人网站，我是一名起搏与电生理专业医生，主要为您解决心跳不正常的问题，太快、太慢、跳地不规律都可以来找我，我将尽力为您恢复正常心跳。福建省立医院、福建省心血管病研究所心内科是福建省心脏专业的绝对权威，其中电生理团队尤其强大...，在国内占有一席之地，近年来每年完成各种心律失常介入治疗1000余例，为福建省最大中心，希望更多的患者通过好大夫及时到合适的医院、找到专业的医生诊治！,143456
4752,主任医师 教授,放射科,石家庄,1,0,"26,506",2,3,0,0,0,生命之托  以心相许                        影像,143476
4753,主任医师 教授,眼科,长沙,1,1440,"76,827",2,133,10,1,1,,143489
4754,主治医师 讲师,外科,邵阳,0,0,"5,931",0,0,0,0,0,,143509
4755,主任医师 教授,消化内科·普内科,北京,1,0,"11,580",0,1,11,0,1,,143518
4756,副主任医师,康复医学科,开封,1,0,250,0,0,0,0,0,,143545
4757,主任医师 教授,放射科,吉林,1,0,"15,172",0,0,0,0,0,,143551
